Time	Cd Total	Cd Pressure	Cd Viscous
1	0.03688160	0.03649790	0.00038372
2	0.06316890	0.06270690	0.00046198
3	0.08309580	0.08255880	0.00053703
4	0.09330220	0.09267660	0.00062562
5	0.09239390	0.09168300	0.00071090
6	0.08327350	0.08249510	0.00077841
7	0.07073060	0.06990620	0.00082439
8	0.05871370	0.05786120	0.00085250
9	0.04926900	0.04838960	0.00087942
10	0.04312590	0.04222820	0.00089778
11	0.04001670	0.03910830	0.00090840
12	0.03907740	0.03817690	0.00090042
13	0.03937950	0.03849400	0.00088549
14	0.04012190	0.03925610	0.00086586
15	0.04066180	0.03981740	0.00084438
16	0.04076000	0.03993460	0.00082543
17	0.04041170	0.03960320	0.00080850
18	0.03971510	0.03892360	0.00079154
19	0.03890620	0.03813110	0.00077510
20	0.03817850	0.03741940	0.00075907
21	0.03761440	0.03687090	0.00074350
22	0.03719850	0.03646980	0.00072870
23	0.03687720	0.03616150	0.00071561
24	0.03659960	0.03589530	0.00070430
25	0.03630130	0.03560660	0.00069472
26	0.03595130	0.03526450	0.00068675
27	0.03554600	0.03486610	0.00067994
28	0.03510990	0.03443600	0.00067395
29	0.03467820	0.03400950	0.00066875
30	0.03427850	0.03361420	0.00066429
31	0.03390630	0.03324600	0.00066029
32	0.03357630	0.03291950	0.00065673
33	0.03325530	0.03260160	0.00065372
34	0.03291320	0.03226200	0.00065122
35	0.03254020	0.03189110	0.00064918
36	0.03213840	0.03149080	0.00064757
37	0.03170850	0.03106230	0.00064619
38	0.03125080	0.03060600	0.00064478
39	0.03077340	0.03013010	0.00064328
40	0.03029150	0.02964990	0.00064166
41	0.02981230	0.02917230	0.00063994
42	0.02934690	0.02870880	0.00063819
43	0.02889770	0.02826120	0.00063646
44	0.02846290	0.02782810	0.00063475
45	0.02804100	0.02740790	0.00063306
46	0.02762640	0.02699510	0.00063134
47	0.02722740	0.02659790	0.00062946
48	0.02684400	0.02621660	0.00062740
49	0.02646920	0.02584410	0.00062511
50	0.02610270	0.02548020	0.00062252
51	0.02575140	0.02513170	0.00061971
52	0.02542040	0.02480380	0.00061662
53	0.02510960	0.02449650	0.00061316
54	0.02481420	0.02420480	0.00060935
55	0.02453220	0.02392700	0.00060526
56	0.02426610	0.02366520	0.00060089
57	0.02401600	0.02341980	0.00059625
58	0.02377870	0.02318730	0.00059141
59	0.02355520	0.02296870	0.00058644
60	0.02334200	0.02276070	0.00058135
61	0.02313850	0.02256240	0.00057610
62	0.02294060	0.02236990	0.00057073
63	0.02274920	0.02218400	0.00056526
64	0.02256350	0.02200370	0.00055977
65	0.02238610	0.02183170	0.00055434
66	0.02221930	0.02167030	0.00054903
67	0.02206670	0.02152280	0.00054389
68	0.02193170	0.02139280	0.00053892
69	0.02181380	0.02127980	0.00053408
70	0.02171000	0.02118060	0.00052932
71	0.02161910	0.02109440	0.00052465
72	0.02154420	0.02102410	0.00052009
73	0.02148760	0.02097190	0.00051566
74	0.02144930	0.02093790	0.00051136
75	0.02142750	0.02092030	0.00050723
76	0.02141830	0.02091500	0.00050325
77	0.02141790	0.02091840	0.00049944
78	0.02142040	0.02092460	0.00049582
79	0.02142370	0.02093130	0.00049242
