Time	Cd Total	Cd Pressure	Cd Viscous
1	0.04253870	0.03349350	0.00904516
2	0.14048000	0.12890200	0.01157790
3	0.23610100	0.22174800	0.01435300
4	0.29407600	0.27711000	0.01696540
5	0.29676200	0.27763000	0.01913200
6	0.25367600	0.23294800	0.02072790
7	0.18958700	0.16782100	0.02176610
8	0.13040600	0.10807600	0.02233040
9	0.09312780	0.07066290	0.02246490
10	0.08428620	0.06203710	0.02224910
11	0.10013500	0.07832720	0.02180790
12	0.12966400	0.10846100	0.02120320
13	0.16141100	0.14092400	0.02048690
14	0.18548700	0.16578300	0.01970420
15	0.19717000	0.17827100	0.01889940
16	0.19676600	0.17866800	0.01809720
17	0.18817700	0.17085400	0.01732380
18	0.17660400	0.16000800	0.01659530
19	0.16652700	0.15060400	0.01592320
20	0.16080600	0.14549500	0.01531080
21	0.16038100	0.14562400	0.01475710
22	0.16449800	0.15024000	0.01425830
23	0.17136000	0.15754200	0.01381810
24	0.17893200	0.16550100	0.01343060
25	0.18552000	0.17242600	0.01309370
26	0.19042600	0.17762700	0.01279900
27	0.19363300	0.18109000	0.01254260
28	0.19567900	0.18335900	0.01231980
29	0.19742500	0.18529800	0.01212650
30	0.19940900	0.18745000	0.01195840
31	0.20188700	0.19007700	0.01180960
32	0.20500400	0.19332600	0.01167860
33	0.20857700	0.19701500	0.01156200
34	0.21234500	0.20088600	0.01145930
35	0.21604800	0.20468000	0.01136850
36	0.21934500	0.20806000	0.01128450
37	0.22214700	0.21093800	0.01120890
38	0.22446000	0.21331900	0.01114110
39	0.22638900	0.21531100	0.01107840
40	0.22817800	0.21715700	0.01102100
41	0.22994300	0.21897600	0.01096650
42	0.23177000	0.22085800	0.01091260
43	0.23374400	0.22288600	0.01085830
44	0.23580700	0.22500500	0.01080130
45	0.23784300	0.22710300	0.01073980
46	0.23973900	0.22906800	0.01067130
47	0.24138700	0.23079200	0.01059460
48	0.24259200	0.23208200	0.01051040
49	0.24336800	0.23294600	0.01042170
50	0.24375700	0.23342600	0.01033070
51	0.24381400	0.23357300	0.01024060
52	0.24364000	0.23348800	0.01015160
53	0.24328300	0.23321900	0.01006350
54	0.24288700	0.23291100	0.00997632
55	0.24250000	0.23260800	0.00989184
56	0.24221200	0.23240000	0.00981167
57	0.24205800	0.23232200	0.00973693
58	0.24207000	0.23240200	0.00966706
59	0.24230500	0.23270200	0.00960286
60	0.24281600	0.23327300	0.00954365
61	0.24360300	0.23411400	0.00948850
62	0.24470500	0.23526800	0.00943707
63	0.24608500	0.23669600	0.00938869
64	0.24772900	0.23838600	0.00934278
65	0.24957500	0.24027700	0.00929822
66	0.25157200	0.24231800	0.00925367
67	0.25362400	0.24441600	0.00920805
68	0.25571700	0.24655700	0.00916057
69	0.25779500	0.24868300	0.00911229
70	0.25982300	0.25075800	0.00906523
71	0.26177400	0.25275300	0.00902073
72	0.26360500	0.25462700	0.00897832
73	0.26525500	0.25631700	0.00893865
74	0.26667400	0.25777100	0.00890345
75	0.26788900	0.25901700	0.00887207
76	0.26896200	0.26011900	0.00884283
77	0.26992200	0.26110500	0.00881703
78	0.27073500	0.26194200	0.00879302
79	0.27144000	0.26266800	0.00877192
80	0.27201400	0.26326100	0.00875285
81	0.27250900	0.26377300	0.00873548
82	0.27288700	0.26416800	0.00871855
83	0.27314900	0.26444600	0.00870268
84	0.27330000	0.26461300	0.00868712
85	0.27335000	0.26467800	0.00867261
86	0.27329600	0.26463700	0.00865863
87	0.27317700	0.26453200	0.00864509
88	0.27301400	0.26438200	0.00863137
89	0.27285400	0.26423700	0.00861672
90	0.27268000	0.26407900	0.00860124
91	0.27254200	0.26395700	0.00858559
92	0.27246500	0.26389500	0.00856975
93	0.27248100	0.26392700	0.00855399
94	0.27258400	0.26404600	0.00853781
95	0.27277900	0.26425800	0.00852092
96	0.27299400	0.26449100	0.00850311
97	0.27320600	0.26472100	0.00848439
98	0.27332600	0.26486100	0.00846534
99	0.27338900	0.26494300	0.00844593
100	0.27332400	0.26489800	0.00842611
101	0.27318000	0.26477500	0.00840538
102	0.27292100	0.26453800	0.00838282
103	0.27259600	0.26423800	0.00835852
104	0.27219300	0.26386100	0.00833256
105	0.27175900	0.26345400	0.00830505
106	0.27126800	0.26299200	0.00827604
107	0.27076300	0.26251700	0.00824594
108	0.27021800	0.26200300	0.00821464
109	0.26968200	0.26150000	0.00818216
110	0.26913300	0.26098400	0.00814885
111	0.26862900	0.26051300	0.00811538
112	0.26816400	0.26008200	0.00808263
113	0.26777000	0.25971900	0.00805046
114	0.26740300	0.25938500	0.00801830
115	0.26705400	0.25906900	0.00798522
116	0.26666700	0.25871600	0.00795086
117	0.26623300	0.25831700	0.00791571
118	0.26571300	0.25783400	0.00787980
119	0.26510400	0.25726100	0.00784309
120	0.26441800	0.25661200	0.00780613
121	0.26365500	0.25588500	0.00776971
122	0.26283300	0.25509800	0.00773495
123	0.26195200	0.25425000	0.00770185
124	0.26103000	0.25335900	0.00767083
125	0.26006100	0.25241900	0.00764201
126	0.25907200	0.25145700	0.00761505
127	0.25802500	0.25043500	0.00758990
