Time	Cd Total	Cd Pressure	Cd Viscous
1801	0.50505700	0.48829900	0.01675750
1802	0.50442000	0.48766200	0.01675810
1803	0.50379400	0.48703600	0.01675830
1804	0.50317700	0.48641900	0.01675790
1805	0.50257800	0.48582100	0.01675670
1806	0.50199600	0.48524100	0.01675510
1807	0.50143500	0.48468200	0.01675310
1808	0.50089300	0.48414300	0.01675030
1809	0.50035900	0.48361200	0.01674700
1810	0.49982500	0.48308200	0.01674310
1811	0.49929000	0.48255100	0.01673850
1812	0.49875700	0.48202400	0.01673320
1813	0.49822100	0.48149400	0.01672670
1814	0.49768100	0.48096200	0.01671910
1815	0.49712400	0.48041300	0.01671040
1816	0.49655300	0.47985200	0.01670080
1817	0.49596900	0.47928000	0.01668970
1818	0.49537100	0.47869300	0.01667760
1819	0.49474500	0.47808000	0.01666510
1820	0.49410200	0.47745000	0.01665220
1821	0.49344300	0.47680400	0.01663870
1822	0.49277200	0.47614800	0.01662460
1823	0.49207100	0.47546000	0.01661010
1824	0.49133700	0.47474100	0.01659550
1825	0.49056000	0.47397900	0.01658070
1826	0.48973500	0.47316900	0.01656610
1827	0.48884200	0.47229100	0.01655150
1828	0.48789300	0.47135600	0.01653700
1829	0.48688900	0.47036700	0.01652220
1830	0.48584300	0.46933500	0.01650760
1831	0.48476100	0.46826800	0.01649310
1832	0.48367600	0.46719600	0.01647930
1833	0.48259000	0.46612400	0.01646650
1834	0.48154800	0.46509400	0.01645480
1835	0.48055700	0.46411300	0.01644420
1836	0.47965100	0.46321600	0.01643480
1837	0.47882500	0.46239800	0.01642710
1838	0.47810300	0.46168200	0.01642060
1839	0.47747700	0.46106100	0.01641560
1840	0.47694700	0.46053500	0.01641130
1841	0.47649500	0.46008700	0.01640830
1842	0.47610900	0.45970300	0.01640640
1843	0.47575600	0.45935000	0.01640570
1844	0.47542000	0.45901400	0.01640640
1845	0.47507700	0.45866900	0.01640770
1846	0.47472500	0.45831400	0.01641040
1847	0.47435400	0.45794000	0.01641410
1848	0.47396000	0.45754100	0.01641880
1849	0.47354700	0.45712300	0.01642450
1850	0.47311900	0.45668800	0.01643120
1851	0.47267700	0.45623800	0.01643960
1852	0.47221200	0.45576300	0.01644940
1853	0.47172800	0.45526800	0.01646020
1854	0.47121000	0.45473900	0.01647160
1855	0.47067500	0.45419100	0.01648320
1856	0.47010900	0.45361300	0.01649520
1857	0.46952400	0.45301700	0.01650710
1858	0.46890800	0.45238900	0.01651910
1859	0.46827800	0.45174600	0.01653120
1860	0.46762500	0.45108200	0.01654360
1861	0.46696300	0.45040700	0.01655630
1862	0.46628700	0.44971700	0.01656920
1863	0.46561400	0.44903100	0.01658230
1864	0.46493500	0.44834000	0.01659540
1865	0.46426400	0.44765600	0.01660810
1866	0.46359200	0.44697100	0.01662090
1867	0.46292900	0.44629600	0.01663320
1868	0.46226300	0.44561800	0.01664540
1869	0.46159600	0.44493800	0.01665750
1870	0.46091100	0.44424200	0.01666880
1871	0.46021400	0.44353300	0.01668100
1872	0.45950100	0.44280800	0.01669330
1873	0.45877700	0.44207200	0.01670550
1874	0.45804500	0.44132800	0.01671730
1875	0.45730800	0.44058000	0.01672830
1876	0.45657600	0.43983800	0.01673810
1877	0.45585300	0.43910600	0.01674680
1878	0.45516500	0.43841100	0.01675440
1879	0.45450900	0.43774900	0.01676060
1880	0.45390500	0.43713900	0.01676550
1881	0.45333700	0.43656800	0.01676950
1882	0.45281300	0.43604100	0.01677290
1883	0.45232100	0.43554600	0.01677550
1884	0.45187000	0.43509200	0.01677740
1885	0.45144600	0.43466700	0.01677870
1886	0.45104100	0.43426100	0.01677940
1887	0.45064600	0.43386700	0.01677930
1888	0.45024800	0.43347000	0.01677800
1889	0.44985100	0.43307500	0.01677610
1890	0.44943800	0.43266400	0.01677370
1891	0.44901700	0.43224700	0.01676980
1892	0.44857200	0.43180700	0.01676460
1893	0.44812300	0.43136500	0.01675830
1894	0.44766300	0.43091200	0.01675040
1895	0.44721400	0.43047300	0.01674110
1896	0.44679300	0.43006200	0.01673080
1897	0.44640100	0.42968100	0.01671960
1898	0.44604200	0.42933400	0.01670810
1899	0.44573600	0.42903900	0.01669650
1900	0.44546600	0.42878100	0.01668450
1901	0.44525900	0.42858700	0.01667240
1902	0.44509600	0.42843500	0.01666050
1903	0.44496800	0.42831900	0.01664890
1904	0.44488300	0.42824600	0.01663750
1905	0.44484300	0.42821700	0.01662620
1906	0.44483900	0.42822400	0.01661460
1907	0.44486300	0.42826000	0.01660260
1908	0.44490200	0.42831100	0.01659080
1909	0.44496600	0.42838600	0.01657980
1910	0.44504900	0.42847900	0.01656930
1911	0.44515000	0.42859100	0.01655920
1912	0.44526100	0.42871100	0.01655030
1913	0.44538100	0.42883700	0.01654340
1914	0.44551000	0.42897200	0.01653800
1915	0.44566000	0.42912600	0.01653380
1916	0.44583700	0.42930600	0.01653080
1917	0.44604500	0.42951600	0.01652830
1918	0.44628600	0.42976000	0.01652610
1919	0.44656600	0.43004200	0.01652420
1920	0.44688600	0.43036400	0.01652190
1921	0.44724500	0.43072600	0.01651910
1922	0.44765400	0.43113700	0.01651620
1923	0.44811900	0.43160600	0.01651270
1924	0.44864000	0.43213100	0.01650940
1925	0.44922300	0.43271700	0.01650650
1926	0.44985400	0.43335000	0.01650430
1927	0.45052700	0.43402400	0.01650240
1928	0.45122900	0.43472900	0.01650020
1929	0.45194500	0.43544700	0.01649810
1930	0.45266200	0.43616600	0.01649610
1931	0.45337600	0.43688300	0.01649390
1932	0.45407700	0.43758500	0.01649160
1933	0.45476600	0.43827700	0.01648950
1934	0.45544200	0.43895400	0.01648730
1935	0.45610700	0.43962200	0.01648490
1936	0.45675100	0.44026800	0.01648280
1937	0.45737800	0.44089700	0.01648120
1938	0.45797100	0.44149100	0.01647990
1939	0.45852200	0.44204300	0.01647890
1940	0.45902200	0.44254400	0.01647850
1941	0.45947700	0.44299800	0.01647880
1942	0.45986300	0.44338300	0.01647980
1943	0.46020200	0.44372000	0.01648140
1944	0.46047900	0.44399600	0.01648300
1945	0.46072100	0.44423700	0.01648410
1946	0.46092000	0.44443500	0.01648550
1947	0.46108500	0.44459700	0.01648810
1948	0.46119900	0.44470700	0.01649170
1949	0.46127200	0.44477600	0.01649610
1950	0.46128900	0.44478800	0.01650110
1951	0.46126200	0.44475500	0.01650650
1952	0.46117400	0.44466100	0.01651240
1953	0.46104300	0.44452400	0.01651880
1954	0.46086300	0.44433800	0.01652570
1955	0.46066400	0.44413200	0.01653250
1956	0.46043200	0.44389300	0.01653890
1957	0.46018100	0.44363600	0.01654520
1958	0.45989700	0.44334600	0.01655130
1959	0.45959200	0.44303400	0.01655770
1960	0.45926300	0.44269800	0.01656480
1961	0.45892100	0.44234700	0.01657340
1962	0.45856800	0.44198400	0.01658400
1963	0.45823700	0.44164100	0.01659670
1964	0.45793500	0.44132400	0.01661140
1965	0.45769800	0.44107000	0.01662820
1966	0.45753400	0.44088800	0.01664580
1967	0.45746500	0.44080100	0.01666350
1968	0.45749400	0.44081300	0.01668120
1969	0.45764300	0.44094500	0.01669860
1970	0.45791300	0.44119700	0.01671570
1971	0.45829600	0.44156400	0.01673250
1972	0.45879000	0.44204100	0.01674910
1973	0.45938200	0.44261600	0.01676590
1974	0.46005300	0.44326900	0.01678350
1975	0.46078500	0.44398300	0.01680150
1976	0.46156000	0.44473900	0.01682050
1977	0.46235900	0.44551900	0.01684050
1978	0.46315600	0.44629500	0.01686090
1979	0.46393800	0.44705700	0.01688100
1980	0.46469200	0.44779200	0.01690010
1981	0.46543200	0.44851400	0.01691810
1982	0.46615900	0.44922300	0.01693500
1983	0.46690500	0.44995400	0.01695120
1984	0.46766700	0.45070000	0.01696650
1985	0.46844800	0.45146700	0.01698090
1986	0.46923700	0.45224300	0.01699430
1987	0.47004300	0.45303700	0.01700680
1988	0.47084600	0.45382800	0.01701840
1989	0.47164500	0.45461600	0.01702900
1990	0.47241400	0.45537500	0.01703900
1991	0.47315700	0.45610800	0.01704870
1992	0.47387300	0.45681500	0.01705800
1993	0.47456800	0.45750100	0.01706710
1994	0.47525500	0.45817900	0.01707570
1995	0.47594700	0.45886200	0.01708460
1996	0.47665700	0.45956300	0.01709370
1997	0.47739200	0.46028800	0.01710360
1998	0.47816300	0.46105000	0.01711370
1999	0.47897500	0.46185100	0.01712330
2000	0.47982000	0.46268800	0.01713180
2001	0.48068400	0.46354500	0.01713930
2002	0.48155400	0.46440800	0.01714540
2003	0.48240900	0.46525900	0.01715020
2004	0.48322400	0.46607000	0.01715360
2005	0.48398800	0.46683200	0.01715640
2006	0.48466900	0.46751100	0.01715820
2007	0.48523400	0.46807400	0.01715980
2008	0.48566200	0.46850200	0.01716090
2009	0.48595900	0.46879700	0.01716150
2010	0.48613400	0.46897200	0.01716150
2011	0.48620600	0.46904500	0.01716140
2012	0.48620100	0.46904000	0.01716150
2013	0.48614400	0.46898200	0.01716180
2014	0.48608000	0.46891800	0.01716230
2015	0.48602200	0.46885900	0.01716310
2016	0.48598500	0.46882100	0.01716400
2017	0.48597600	0.46881000	0.01716540
2018	0.48600500	0.46883700	0.01716720
2019	0.48607600	0.46890600	0.01716940
2020	0.48619700	0.46902500	0.01717190
2021	0.48637400	0.46920000	0.01717450
2022	0.48660500	0.46942800	0.01717720
2023	0.48690000	0.46972000	0.01718000
2024	0.48724200	0.47006000	0.01718280
2025	0.48762900	0.47044300	0.01718570
2026	0.48802900	0.47084100	0.01718870
2027	0.48844800	0.47125600	0.01719160
2028	0.48886600	0.47167200	0.01719410
2029	0.48928000	0.47208400	0.01719590
2030	0.48968300	0.47248500	0.01719720
2031	0.49009000	0.47289100	0.01719810
2032	0.49049600	0.47329800	0.01719820
2033	0.49090900	0.47371200	0.01719750
2034	0.49132000	0.47412500	0.01719550
2035	0.49174000	0.47454800	0.01719230
2036	0.49215700	0.47496900	0.01718790
2037	0.49258100	0.47539800	0.01718240
2038	0.49299500	0.47581900	0.01717600
2039	0.49342800	0.47625900	0.01716900
2040	0.49385800	0.47669700	0.01716150
2041	0.49430500	0.47715100	0.01715360
2042	0.49476400	0.47761800	0.01714550
2043	0.49525200	0.47811400	0.01713730
2044	0.49576900	0.47863900	0.01712950
2045	0.49633100	0.47920900	0.01712160
2046	0.49693800	0.47982400	0.01711400
2047	0.49759600	0.48048900	0.01710660
2048	0.49830500	0.48120500	0.01709950
2049	0.49907500	0.48198300	0.01709220
2050	0.49989600	0.48281100	0.01708530
2051	0.50076000	0.48368200	0.01707840
2052	0.50166200	0.48459000	0.01707180
2053	0.50259700	0.48553200	0.01706490
2054	0.50355800	0.48650000	0.01705780
2055	0.50453900	0.48748900	0.01705040
2056	0.50553900	0.48849600	0.01704260
2057	0.50654300	0.48950900	0.01703460
2058	0.50754800	0.49052200	0.01702600
2059	0.50855200	0.49153500	0.01701700
2060	0.50954200	0.49253400	0.01700760
2061	0.51052200	0.49352400	0.01699800
2062	0.51148400	0.49449600	0.01698820
2063	0.51243100	0.49545200	0.01697820
2064	0.51335200	0.49638400	0.01696810
2065	0.51423700	0.49728000	0.01695770
2066	0.51508000	0.49813300	0.01694750
2067	0.51588400	0.49894600	0.01693800
2068	0.51664900	0.49972000	0.01692920
2069	0.51737800	0.50045700	0.01692130
2070	0.51807000	0.50115600	0.01691430
2071	0.51872500	0.50181700	0.01690810
2072	0.51934500	0.50244200	0.01690260
2073	0.51993600	0.50303700	0.01689830
2074	0.52049400	0.50359900	0.01689500
2075	0.52102400	0.50413200	0.01689180
2076	0.52152200	0.50463400	0.01688790
2077	0.52199700	0.50511400	0.01688350
2078	0.52246200	0.50558400	0.01687870
2079	0.52291600	0.50604200	0.01687360
2080	0.52336100	0.50649200	0.01686830
2081	0.52378000	0.50691800	0.01686290
2082	0.52416800	0.50731100	0.01685740
2083	0.52451800	0.50766600	0.01685220
2084	0.52481100	0.50796400	0.01684710
2085	0.52504400	0.50820200	0.01684190
2086	0.52522800	0.50839100	0.01683710
2087	0.52536200	0.50853000	0.01683230
2088	0.52543900	0.50861100	0.01682770
2089	0.52546300	0.50864000	0.01682300
2090	0.52543200	0.50861400	0.01681870
2091	0.52535800	0.50854300	0.01681490
2092	0.52524300	0.50843100	0.01681190
2093	0.52509900	0.50829000	0.01680950
2094	0.52492800	0.50812100	0.01680710
2095	0.52473800	0.50793400	0.01680410
2096	0.52452600	0.50772600	0.01680080
2097	0.52430400	0.50750700	0.01679710
2098	0.52407600	0.50728300	0.01679310
2099	0.52385000	0.50706100	0.01678890
2100	0.52362600	0.50684200	0.01678450
2101	0.52340700	0.50662700	0.01678000
2102	0.52319600	0.50642100	0.01677540
2103	0.52300100	0.50623000	0.01677100
2104	0.52281000	0.50604300	0.01676650
2105	0.52260900	0.50584700	0.01676160
2106	0.52237900	0.50562300	0.01675630
2107	0.52212300	0.50537200	0.01675050
2108	0.52182800	0.50508400	0.01674420
2109	0.52151000	0.50477200	0.01673770
2110	0.52116700	0.50443600	0.01673180
2111	0.52081100	0.50408400	0.01672710
2112	0.52044700	0.50372300	0.01672420
2113	0.52008400	0.50336200	0.01672260
2114	0.51973800	0.50301600	0.01672180
2115	0.51941300	0.50269100	0.01672180
2116	0.51912600	0.50240300	0.01672240
2117	0.51888600	0.50216200	0.01672340
2118	0.51870100	0.50197600	0.01672500
2119	0.51857700	0.50184900	0.01672740
2120	0.51852300	0.50179200	0.01673070
2121	0.51852500	0.50179100	0.01673470
2122	0.51858500	0.50184500	0.01673940
2123	0.51867800	0.50193300	0.01674480
2124	0.51878400	0.50203400	0.01675040
2125	0.51887100	0.50211500	0.01675650
2126	0.51892800	0.50216500	0.01676320
2127	0.51893000	0.50216000	0.01676980
2128	0.51887000	0.50209300	0.01677710
2129	0.51874600	0.50196100	0.01678550
2130	0.51855500	0.50176100	0.01679400
2131	0.51831000	0.50150700	0.01680220
2132	0.51802000	0.50121100	0.01680970
2133	0.51770100	0.50088500	0.01681590
2134	0.51736600	0.50054500	0.01682080
2135	0.51702200	0.50019800	0.01682420
2136	0.51664900	0.49982300	0.01682670
2137	0.51626000	0.49943100	0.01682900
2138	0.51584800	0.49901800	0.01683030
2139	0.51541400	0.49858300	0.01683110
2140	0.51496400	0.49813300	0.01683150
2141	0.51451400	0.49768300	0.01683160
2142	0.51405700	0.49722500	0.01683150
2143	0.51359700	0.49676600	0.01683080
2144	0.51312800	0.49629800	0.01682990
2145	0.51263500	0.49580600	0.01682980
2146	0.51209100	0.49526000	0.01683110
2147	0.51147600	0.49464200	0.01683430
2148	0.51078600	0.49394600	0.01683960
2149	0.51002800	0.49318100	0.01684730
2150	0.50921700	0.49236000	0.01685670
2151	0.50836700	0.49150000	0.01686720
2152	0.50751000	0.49063200	0.01687780
2153	0.50666300	0.48977500	0.01688800
2154	0.50583500	0.48893700	0.01689750
2155	0.50501700	0.48811000	0.01690720
2156	0.50422100	0.48730400	0.01691710
2157	0.50343400	0.48650600	0.01692770
2158	0.50268300	0.48574400	0.01693900
2159	0.50198600	0.48503600	0.01694980
2160	0.50138300	0.48442300	0.01695970
2161	0.50087200	0.48390400	0.01696850
2162	0.50046200	0.48348600	0.01697600
2163	0.50013900	0.48315600	0.01698270
2164	0.49989900	0.48291100	0.01698890
2165	0.49972500	0.48273000	0.01699470
2166	0.49960000	0.48260000	0.01700000
2167	0.49951300	0.48250800	0.01700480
2168	0.49944000	0.48243100	0.01700890
2169	0.49938000	0.48236800	0.01701210
2170	0.49930200	0.48228800	0.01701370
2171	0.49921300	0.48220000	0.01701360
2172	0.49909400	0.48208200	0.01701180
2173	0.49896200	0.48195400	0.01700850
2174	0.49878900	0.48178500	0.01700370
2175	0.49860600	0.48160800	0.01699780
2176	0.49839100	0.48139900	0.01699130
2177	0.49816300	0.48117800	0.01698500
2178	0.49790600	0.48092700	0.01697900
2179	0.49765200	0.48067900	0.01697280
2180	0.49739000	0.48042400	0.01696580
2181	0.49714900	0.48019000	0.01695930
2182	0.49690700	0.47995300	0.01695360
2183	0.49667300	0.47972400	0.01694870
2184	0.49642700	0.47948200	0.01694410
2185	0.49618000	0.47924100	0.01693970
2186	0.49591000	0.47897500	0.01693520
2187	0.49562400	0.47869300	0.01693120
2188	0.49531100	0.47838400	0.01692750
2189	0.49497600	0.47805300	0.01692360
2190	0.49459100	0.47767100	0.01692010
2191	0.49414400	0.47722700	0.01691700
2192	0.49360300	0.47668800	0.01691500
2193	0.49296800	0.47605400	0.01691370
2194	0.49221200	0.47529900	0.01691340
2195	0.49133700	0.47442400	0.01691320
2196	0.49035500	0.47344100	0.01691420
2197	0.48929200	0.47237600	0.01691590
2198	0.48819300	0.47127500	0.01691810
2199	0.48709900	0.47017800	0.01692090
2200	0.48606200	0.46913800	0.01692420
2201	0.48511200	0.46818400	0.01692790
2202	0.48428500	0.46735300	0.01693230
2203	0.48357900	0.46664200	0.01693690
2204	0.48301000	0.46606900	0.01694140
2205	0.48256600	0.46562000	0.01694610
2206	0.48225600	0.46530500	0.01695100
2207	0.48205800	0.46510200	0.01695610
2208	0.48197100	0.46501000	0.01696140
2209	0.48195800	0.46499100	0.01696690
2210	0.48200000	0.46502800	0.01697250
2211	0.48206600	0.46508800	0.01697790
2212	0.48213100	0.46514800	0.01698280
2213	0.48216800	0.46518000	0.01698810
2214	0.48215600	0.46516200	0.01699420
2215	0.48208900	0.46508800	0.01700050
2216	0.48196200	0.46495500	0.01700680
2217	0.48178700	0.46477400	0.01701310
2218	0.48155700	0.46453800	0.01701900
2219	0.48128100	0.46425600	0.01702460
2220	0.48095800	0.46392900	0.01702910
2221	0.48060800	0.46357600	0.01703240
2222	0.48022200	0.46318700	0.01703500
2223	0.47981400	0.46277700	0.01703690
2224	0.47938800	0.46235000	0.01703820
2225	0.47896300	0.46192400	0.01703890
2226	0.47854000	0.46150100	0.01703890
2227	0.47813300	0.46109500	0.01703830
2228	0.47774200	0.46070500	0.01703670
2229	0.47737600	0.46034100	0.01703470
2230	0.47703500	0.46000300	0.01703210
2231	0.47673400	0.45970500	0.01702910
2232	0.47646000	0.45943400	0.01702580
2233	0.47621200	0.45918900	0.01702240
2234	0.47596700	0.45894700	0.01701930
2235	0.47571200	0.45869600	0.01701670
2236	0.47542200	0.45840800	0.01701440
2237	0.47509000	0.45807800	0.01701240
2238	0.47469900	0.45768800	0.01701060
2239	0.47425200	0.45724300	0.01700920
2240	0.47375800	0.45675000	0.01700820
2241	0.47322700	0.45621900	0.01700780
2242	0.47267700	0.45566900	0.01700800
2243	0.47213400	0.45512600	0.01700850
2244	0.47163800	0.45462800	0.01700960
2245	0.47119900	0.45418800	0.01701150
2246	0.47085100	0.45383700	0.01701350
2247	0.47058400	0.45356900	0.01701500
2248	0.47041600	0.45340100	0.01701530
2249	0.47034400	0.45333000	0.01701390
2250	0.47037400	0.45336300	0.01701090
2251	0.47049900	0.45349200	0.01700680
2252	0.47072000	0.45371800	0.01700190
2253	0.47102900	0.45403300	0.01699690
2254	0.47141900	0.45442700	0.01699240
2255	0.47188400	0.45489700	0.01698770
2256	0.47240900	0.45542700	0.01698210
2257	0.47298900	0.45601400	0.01697570
2258	0.47359300	0.45662400	0.01696830
2259	0.47421000	0.45725000	0.01696030
2260	0.47481800	0.45786700	0.01695100
2261	0.47542100	0.45848100	0.01694060
2262	0.47600000	0.45907100	0.01692950
2263	0.47656900	0.45965100	0.01691790
2264	0.47711500	0.46021000	0.01690560
2265	0.47765100	0.46075800	0.01689280
2266	0.47817100	0.46129100	0.01687960
2267	0.47868700	0.46182000	0.01686650
2268	0.47920500	0.46235100	0.01685380
2269	0.47974500	0.46290300	0.01684130
2270	0.48029400	0.46346500	0.01682910
2271	0.48085000	0.46403300	0.01681730
2272	0.48141500	0.46460900	0.01680590
2273	0.48199500	0.46519900	0.01679530
2274	0.48257300	0.46578700	0.01678580
2275	0.48315200	0.46637400	0.01677730
2276	0.48370600	0.46693600	0.01677000
2277	0.48423300	0.46746900	0.01676410
2278	0.48470000	0.46794100	0.01675960
2279	0.48509100	0.46833500	0.01675650
2280	0.48538300	0.46862800	0.01675440
2281	0.48556300	0.46881100	0.01675290
2282	0.48561300	0.46886000	0.01675250
2283	0.48553900	0.46878600	0.01675320
2284	0.48534500	0.46859100	0.01675490
2285	0.48504800	0.46829000	0.01675740
2286	0.48465000	0.46789000	0.01676070
2287	0.48418000	0.46741500	0.01676450
2288	0.48366500	0.46689600	0.01676890
2289	0.48312600	0.46635200	0.01677410
2290	0.48257800	0.46579800	0.01678030
2291	0.48202600	0.46523800	0.01678800
2292	0.48148800	0.46469100	0.01679720
2293	0.48096400	0.46415600	0.01680770
2294	0.48045800	0.46363800	0.01681920
2295	0.47995300	0.46312200	0.01683100
2296	0.47944400	0.46260200	0.01684260
2297	0.47891900	0.46206500	0.01685440
2298	0.47838100	0.46151400	0.01686690
2299	0.47783500	0.46095500	0.01688000
2300	0.47728600	0.46039300	0.01689330
2301	0.47675200	0.45984600	0.01690630
2302	0.47622200	0.45930400	0.01691870
2303	0.47570900	0.45877800	0.01693120
2304	0.47519800	0.45825500	0.01694360
2305	0.47470200	0.45774700	0.01695520
2306	0.47421000	0.45724400	0.01696580
2307	0.47373500	0.45675900	0.01697580
2308	0.47327400	0.45628900	0.01698510
2309	0.47283500	0.45584100	0.01699400
2310	0.47241800	0.45541500	0.01700300
2311	0.47202500	0.45501300	0.01701220
2312	0.47165000	0.45462900	0.01702160
2313	0.47131700	0.45428500	0.01703110
2314	0.47103000	0.45399000	0.01704070
2315	0.47081100	0.45376100	0.01705050
2316	0.47066300	0.45360300	0.01706080
2317	0.47059300	0.45352100	0.01707170
2318	0.47059700	0.45351300	0.01708350
2319	0.47067600	0.45358000	0.01709610
2320	0.47080000	0.45369000	0.01710990
2321	0.47095400	0.45383000	0.01712440
2322	0.47111000	0.45397100	0.01713950
2323	0.47124300	0.45408800	0.01715470
2324	0.47132100	0.45415100	0.01717000
2325	0.47132800	0.45414200	0.01718600
2326	0.47123300	0.45403100	0.01720210
2327	0.47104800	0.45383000	0.01721810
2328	0.47079100	0.45355700	0.01723320
2329	0.47049400	0.45324600	0.01724770
2330	0.47017700	0.45291600	0.01726110
2331	0.46985900	0.45258500	0.01727380
2332	0.46957800	0.45229200	0.01728530
2333	0.46934400	0.45204900	0.01729550
2334	0.46919300	0.45188900	0.01730430
2335	0.46912100	0.45180900	0.01731210
2336	0.46915900	0.45184000	0.01731880
2337	0.46929400	0.45196900	0.01732470
2338	0.46953400	0.45220500	0.01732940
2339	0.46985700	0.45252400	0.01733290
2340	0.47026500	0.45293000	0.01733490
2341	0.47073800	0.45340200	0.01733570
2342	0.47127500	0.45394000	0.01733510
2343	0.47186100	0.45452700	0.01733330
2344	0.47249300	0.45516300	0.01733010
2345	0.47316500	0.45584000	0.01732540
2346	0.47386300	0.45654400	0.01731860
2347	0.47457700	0.45726700	0.01731020
2348	0.47526900	0.45796700	0.01730160
2349	0.47593200	0.45863900	0.01729350
2350	0.47654900	0.45926400	0.01728490
2351	0.47712300	0.45984800	0.01727510
2352	0.47764600	0.46038200	0.01726460
2353	0.47812200	0.46086900	0.01725290
2354	0.47853500	0.46129400	0.01724070
2355	0.47891500	0.46168600	0.01722840
2356	0.47927600	0.46206100	0.01721530
2357	0.47962300	0.46242100	0.01720210
2358	0.47994800	0.46275900	0.01718960
2359	0.48024600	0.46306800	0.01717810
2360	0.48050800	0.46334100	0.01716720
2361	0.48074400	0.46358800	0.01715630
2362	0.48093000	0.46378400	0.01714600
2363	0.48105600	0.46392000	0.01713610
2364	0.48109800	0.46397100	0.01712670
2365	0.48108100	0.46396300	0.01711840
2366	0.48100700	0.46389600	0.01711110
2367	0.48087500	0.46377000	0.01710520
2368	0.48068700	0.46358600	0.01710110
2369	0.48043400	0.46333500	0.01709920
2370	0.48011000	0.46301000	0.01709940
2371	0.47974800	0.46264600	0.01710170
2372	0.47939700	0.46229100	0.01710520
2373	0.47910400	0.46199400	0.01710950
2374	0.47891700	0.46180200	0.01711440
2375	0.47888100	0.46176200	0.01711970
2376	0.47900800	0.46188300	0.01712500
2377	0.47930600	0.46217600	0.01713030
2378	0.47977000	0.46263400	0.01713540
2379	0.48038100	0.46324000	0.01714100
2380	0.48112700	0.46398100	0.01714670
2381	0.48199000	0.46483800	0.01715230
2382	0.48294700	0.46578900	0.01715780
2383	0.48398100	0.46681800	0.01716340
2384	0.48506900	0.46790000	0.01716920
2385	0.48618300	0.46900800	0.01717540
2386	0.48729900	0.47011700	0.01718200
2387	0.48838800	0.47119900	0.01718880
2388	0.48943000	0.47223400	0.01719560
2389	0.49042000	0.47321800	0.01720190
2390	0.49135800	0.47415000	0.01720760
2391	0.49224600	0.47503400	0.01721260
2392	0.49308500	0.47586900	0.01721630
2393	0.49388500	0.47666700	0.01721870
2394	0.49464100	0.47742100	0.01722010
2395	0.49534500	0.47812500	0.01722010
2396	0.49598100	0.47876200	0.01721870
2397	0.49655900	0.47934200	0.01721700
2398	0.49707000	0.47985400	0.01721610
2399	0.49751500	0.48030000	0.01721490
2400	0.49789900	0.48068600	0.01721300
2401	0.49823400	0.48102400	0.01721020
2402	0.49852600	0.48131900	0.01720660
2403	0.49878300	0.48158100	0.01720220
2404	0.49901200	0.48181500	0.01719680
2405	0.49922400	0.48203400	0.01719010
2406	0.49942200	0.48223900	0.01718300
2407	0.49960500	0.48242900	0.01717600
2408	0.49975000	0.48258100	0.01716920
2409	0.49985600	0.48269400	0.01716240
2410	0.49991800	0.48276200	0.01715570
2411	0.49994000	0.48279100	0.01714940
2412	0.49991000	0.48276700	0.01714330
2413	0.49982700	0.48268900	0.01713770
